TransactionId,TransactionDate,BusinessUnit,DepartmentName,ProjectName,Country,Account,Amount
T17706,2025-03-22 00:00:00,R&D,M&E,Trees,TZ,10001,22187
T00303,2025-03-22 00:00:00,Agri,M&E,Farmer Training,UG,10001,5198
T20109,2025-03-22 00:00:00,Retail,M&E,Expansion,KE,10001,3195
T12859,2025-03-22 00:00:00,Retail,Logistics,Farmer Training,DRC,10003,2611
T05270,2025-03-22 00:00:00,Education,Finance,Soil Health,TZ,10004,3503
T05906,2025-03-22 00:00:00,Agri,Field Operations,Farmer Training,DRC,10005,3830
T23431,2025-03-22 00:00:00,R&D,M&E,Trees,RW,10003,1175
T17452,2025-03-22 00:00:00,Education,Field Operations,Soil Health,DRC,10005,3396
T05928,2025-03-22 00:00:00,R&D,M&E,Yield Improvement,DRC,10005,5044
T01596,2025-03-22 00:00:00,Health,Field Operations,Trees,RW,10004,3901
T05175,2025-03-22 00:00:00,Education,Finance,Farmer Training,RW,10003,3492
T20142,2025-03-22 00:00:00,Health,Logistics,Soil Health,TZ,10004,1024
T08756,2025-03-22 00:00:00,Agri,Logistics,Farmer Training,UG,10003,4404
T17533,2025-03-22 00:00:00,Education,Field Operations,Soil Health,RW,10005,4489
T09744,2025-03-22 00:00:00,Health,Logistics,Yield Improvement,RW,10003,767
T16034,2025-03-22 00:00:00,Core Program,Logistics,Farmer Training,RW,10005,2380
T22168,2025-03-22 00:00:00,Agri,Finance,Soil Health,TZ,10005,769
T12015,2025-03-22 00:00:00,Agri,Field Operations,Soil Health,DRC,10005,10851
T09709,2025-03-22 00:00:00,Core Program,Field Operations,Soil Health,KE,10003,5625
T24244,2025-03-22 00:00:00,R&D,Logistics,Yield Improvement,UG,10003,3426
T06666,2025-03-22 00:00:00,Agri,M&E,Yield Improvement,KE,10005,5042
T02873,2025-03-22 00:00:00,Education,Finance,Yield Improvement,DRC,10005,5518
T16842,2025-03-22 00:00:00,Agri,M&E,Expansion,UG,10005,2045
T09833,2025-03-22 00:00:00,Core Program,M&E,Expansion,RW,10001,6873
T11672,2025-03-22 00:00:00,Health,M&E,Expansion,UG,10002,4851
T21182,2025-03-22 00:00:00,Core Program,M&E,Trees,UG,10003,873
T19425,2025-03-22 00:00:00,Core Program,M&E,Expansion,DRC,10001,6239
T08362,2025-03-22 00:00:00,Health,Logistics,Trees,KE,10005,6584
T05114,2025-03-22 00:00:00,Education,Finance,Expansion,KE,10003,26349
T10518,2025-03-22 00:00:00,Core Program,Field Operations,Expansion,RW,10002,2948
T09558,2025-03-22 00:00:00,Retail,Field Operations,Farmer Training,KE,10003,5886
T15336,2025-03-22 00:00:00,Retail,Finance,Yield Improvement,UG,10001,2134
T20193,2025-03-22 00:00:00,Agri,Field Operations,Yield Improvement,RW,10002,893
T23031,2025-03-22 00:00:00,Retail,Finance,Farmer Training,RW,10003,392
T16307,2025-03-22 00:00:00,Agri,Field Operations,Soil Health,DRC,10004,6527
T08275,2025-03-22 00:00:00,Health,Finance,Soil Health,DRC,10001,6587
T17133,2025-03-22 00:00:00,Retail,M&E,Yield Improvement,TZ,10004,1560
T17893,2025-03-22 00:00:00,Health,Field Operations,Yield Improvement,TZ,10005,2395
T19689,2025-03-22 00:00:00,Agri,Field Operations,Yield Improvement,DRC,10004,1781
T05572,2025-03-22 00:00:00,Education,Field Operations,Farmer Training,KE,10004,2170
T19182,2025-03-22 00:00:00,R&D,Finance,Trees,DRC,10001,1016
T02501,2025-03-22 00:00:00,Retail,Finance,Expansion,UG,10004,27082
T04125,2025-03-22 00:00:00,Core Program,Finance,Yield Improvement,KE,10004,2309
T13451,2025-03-22 00:00:00,Agri,Logistics,Soil Health,RW,10003,4790
T11026,2025-03-22 00:00:00,Health,M&E,Trees,TZ,10004,918
T16141,2025-03-22 00:00:00,R&D,M&E,Soil Health,RW,10002,3408
T19188,2025-03-22 00:00:00,Education,Logistics,Expansion,TZ,10004,3833
T15598,2025-03-22 00:00:00,Retail,Finance,Farmer Training,DRC,10001,2823
T06342,2025-03-22 00:00:00,Health,Logistics,Farmer Training,DRC,10002,4162
T12852,2025-03-22 00:00:00,R&D,Logistics,Yield Improvement,DRC,10002,2454
T12457,2025-03-22 00:00:00,Health,Field Operations,Trees,UG,10005,50
T17058,2025-03-22 00:00:00,R&D,Field Operations,Soil Health,UG,10002,3805
T02042,2025-03-22 00:00:00,Health,Logistics,Farmer Training,DRC,10005,5086
T09099,2025-03-22 00:00:00,Education,Field Operations,Soil Health,TZ,10002,1553
T19275,2025-03-22 00:00:00,Agri,Logistics,Yield Improvement,KE,10004,2708
T14444,2025-03-22 00:00:00,Education,M&E,Yield Improvement,UG,10002,6508
T02565,2025-03-22 00:00:00,R&D,Logistics,Farmer Training,RW,10002,4213
T02476,2025-03-22 00:00:00,Education,Logistics,Trees,KE,10002,4875
T10731,2025-03-22 00:00:00,Education,Logistics,Expansion,UG,10003,1409
T18001,2025-03-22 00:00:00,Health,Field Operations,Expansion,RW,10003,4342
T08225,2025-03-22 00:00:00,Agri,Finance,Yield Improvement,KE,10002,1921
T22480,2025-03-22 00:00:00,Health,Logistics,Yield Improvement,TZ,10001,5807
T23410,2025-03-22 00:00:00,Health,Field Operations,Trees,DRC,10002,750
T19234,2025-03-22 00:00:00,Core Program,Logistics,Expansion,TZ,10003,1309
T05372,2025-03-22 00:00:00,Agri,Logistics,Trees,KE,10004,2832
T03759,2025-03-22 00:00:00,Education,Finance,Soil Health,UG,10002,4041
T21057,2025-03-23 00:00:00,Education,M&E,Farmer Training,KE,10002,6226
T04944,2025-03-23 00:00:00,R&D,Finance,Expansion,UG,10002,3168
T08625,2025-03-23 00:00:00,Retail,M&E,Farmer Training,RW,10002,227
T03364,2025-03-23 00:00:00,Education,Logistics,Trees,KE,10003,2747
T16346,2025-03-23 00:00:00,Retail,Field Operations,Trees,TZ,10001,1788
T01421,2025-03-23 00:00:00,Core Program,Finance,Soil Health,RW,10005,4538
T09084,2025-03-23 00:00:00,Agri,Logistics,Trees,RW,10004,2025
T21367,2025-03-23 00:00:00,Agri,Logistics,Farmer Training,RW,10001,3519
T21109,2025-03-23 00:00:00,Retail,Logistics,Soil Health,RW,10001,5553
T03349,2025-03-23 00:00:00,Retail,M&E,Trees,KE,10001,2904
T03697,2025-03-23 00:00:00,Education,Field Operations,Soil Health,DRC,10002,8509
T00826,2025-03-23 00:00:00,Core Program,Finance,Yield Improvement,UG,10004,3837
T11637,2025-03-23 00:00:00,R&D,Field Operations,Trees,DRC,10004,4674
T07897,2025-03-23 00:00:00,Retail,Logistics,Trees,KE,10002,7095
T08008,2025-03-23 00:00:00,R&D,Field Operations,Yield Improvement,UG,10002,3005
T19921,2025-03-23 00:00:00,Retail,Logistics,Soil Health,TZ,10004,1803
T02154,2025-03-23 00:00:00,Core Program,Field Operations,Farmer Training,KE,10005,3088
T17441,2025-03-23 00:00:00,Retail,M&E,Yield Improvement,UG,10005,3691
T03815,2025-03-23 00:00:00,Core Program,Field Operations,Yield Improvement,DRC,10002,656
T13281,2025-03-23 00:00:00,Core Program,Finance,Farmer Training,DRC,10002,12292
T10122,2025-03-23 00:00:00,Retail,M&E,Trees,RW,10003,2923
T06754,2025-03-23 00:00:00,Education,M&E,Expansion,RW,10004,3920
T18640,2025-03-23 00:00:00,Core Program,Finance,Soil Health,DRC,10002,3715
T06753,2025-03-23 00:00:00,Health,Logistics,Soil Health,UG,10005,1536
T14908,2025-03-23 00:00:00,Education,Field Operations,Trees,RW,10002,2362
T01697,2025-03-23 00:00:00,Agri,Finance,Farmer Training,UG,10002,3656
T11963,2025-03-23 00:00:00,R&D,Finance,Trees,KE,10002,7028
T06197,2025-03-23 00:00:00,R&D,Finance,Farmer Training,DRC,10005,6323
T17915,2025-03-23 00:00:00,Retail,Logistics,Expansion,RW,10005,1359
T23938,2025-03-23 00:00:00,R&D,M&E,Soil Health,RW,10001,2184
T03046,2025-03-23 00:00:00,Retail,Field Operations,Yield Improvement,RW,10001,4031
T09049,2025-03-23 00:00:00,R&D,Logistics,Soil Health,TZ,10002,3499
T02895,2025-03-23 00:00:00,Agri,Finance,Farmer Training,TZ,10002,4357
T24285,2025-03-23 00:00:00,R&D,Logistics,Soil Health,KE,10001,978
T00705,2025-03-23 00:00:00,Retail,M&E,Trees,TZ,10002,3671
T03004,2025-03-23 00:00:00,Retail,M&E,Yield Improvement,UG,10005,3886
T19908,2025-03-23 00:00:00,Retail,Logistics,Expansion,KE,10005,5651
T19203,2025-03-23 00:00:00,Health,Field Operations,Expansion,KE,10002,4753
T06489,2025-03-23 00:00:00,Health,M&E,Farmer Training,KE,10004,3388
T21358,2025-03-23 00:00:00,R&D,Finance,Trees,DRC,10001,3428
T05663,2025-03-23 00:00:00,Agri,M&E,Expansion,KE,10004,3569
T13479,2025-03-23 00:00:00,R&D,M&E,Soil Health,DRC,10002,3148
T16260,2025-03-23 00:00:00,Agri,Field Operations,Trees,DRC,10003,22614
T10417,2025-03-23 00:00:00,Agri,M&E,Soil Health,TZ,10003,1367
T06677,2025-03-23 00:00:00,R&D,Logistics,Farmer Training,RW,10004,4726
T12793,2025-03-23 00:00:00,Health,Finance,Trees,TZ,10004,2072
T24925,2025-03-23 00:00:00,Agri,M&E,Yield Improvement,RW,10003,2939
T18140,2025-03-23 00:00:00,Education,Logistics,Yield Improvement,UG,10004,25636
T05193,2025-03-23 00:00:00,Education,Finance,Trees,TZ,10002,1423
T01879,2025-03-23 00:00:00,Health,Field Operations,Yield Improvement,TZ,10004,6466
T02783,2025-03-23 00:00:00,Core Program,M&E,Expansion,RW,10005,4194
T19796,2025-03-23 00:00:00,Agri,Finance,Expansion,UG,10004,2312
T14871,2025-03-23 00:00:00,R&D,Finance,Yield Improvement,RW,10005,552
T18258,2025-03-23 00:00:00,R&D,Logistics,Yield Improvement,TZ,10001,2941
T08088,2025-03-23 00:00:00,Agri,Logistics,Farmer Training,TZ,10004,7005
T05237,2025-03-23 00:00:00,Health,Logistics,Expansion,UG,10003,4254
T18157,2025-03-23 00:00:00,Core Program,Finance,Soil Health,DRC,10004,782
T13086,2025-03-23 00:00:00,Health,M&E,Farmer Training,KE,10001,2431
T04225,2025-03-23 00:00:00,Agri,M&E,Farmer Training,KE,10001,7162
T05263,2025-03-23 00:00:00,Core Program,Field Operations,Trees,RW,10005,1665
T06359,2025-03-23 00:00:00,R&D,Logistics,Trees,RW,10004,1734
T14776,2025-03-23 00:00:00,Agri,Finance,Expansion,RW,10003,4921
T07158,2025-03-23 00:00:00,R&D,Logistics,Expansion,KE,10001,1373
T21566,2025-03-23 00:00:00,Agri,M&E,Yield Improvement,RW,10002,4110
T00846,2025-03-23 00:00:00,Education,Finance,Expansion,TZ,10004,4255
T13698,2025-03-23 00:00:00,Health,Finance,Trees,UG,10001,23213
T20770,2025-03-23 00:00:00,R&D,Logistics,Trees,DRC,10004,1615
T23231,2025-03-23 00:00:00,Retail,Field Operations,Expansion,RW,10004,1212
T08542,2025-03-23 00:00:00,Agri,M&E,Trees,RW,10001,3410
T18113,2025-03-23 00:00:00,Education,Field Operations,Yield Improvement,RW,10002,3646
T00493,2025-03-23 00:00:00,R&D,Logistics,Farmer Training,DRC,10003,5522
T23141,2025-03-23 00:00:00,Health,Logistics,Soil Health,UG,10004,3980
T18876,2025-03-23 00:00:00,Health,Field Operations,Yield Improvement,KE,10002,6566
T17203,2025-03-23 00:00:00,Education,Field Operations,Expansion,TZ,10002,1037
T05727,2025-03-23 00:00:00,Education,M&E,Trees,UG,10004,6147
T01243,2025-03-23 00:00:00,Education,Logistics,Yield Improvement,KE,10003,5084
T20737,2025-03-23 00:00:00,Retail,M&E,Expansion,RW,10002,654
T18863,2025-03-23 00:00:00,Core Program,Finance,Soil Health,TZ,10001,18866
T01838,2025-03-23 00:00:00,R&D,Finance,Trees,RW,10002,1596
T06622,2025-03-23 00:00:00,Retail,Logistics,Yield Improvement,TZ,10003,5361
T00346,2025-03-23 00:00:00,Education,M&E,Soil Health,TZ,10002,1168
T07090,2025-03-23 00:00:00,Core Program,M&E,Farmer Training,DRC,10003,26729
T20620,2025-03-24 00:00:00,R&D,Field Operations,Expansion,TZ,10001,1525
T00458,2025-03-24 00:00:00,Health,Finance,Yield Improvement,DRC,10003,558
T06871,2025-03-24 00:00:00,Retail,Finance,Trees,RW,10001,3803
T16661,2025-03-24 00:00:00,Core Program,Finance,Trees,DRC,10002,1629
T15515,2025-03-24 00:00:00,Agri,Logistics,Soil Health,UG,10002,1315
T08569,2025-03-24 00:00:00,Agri,M&E,Farmer Training,KE,10004,4272
T12868,2025-03-24 00:00:00,Agri,Logistics,Yield Improvement,TZ,10004,1154
T01503,2025-03-24 00:00:00,Core Program,M&E,Soil Health,TZ,10001,2902
T06617,2025-03-24 00:00:00,Core Program,Finance,Farmer Training,DRC,10004,1888
T19569,2025-03-24 00:00:00,Agri,M&E,Trees,DRC,10002,4927
T20645,2025-03-24 00:00:00,Health,Logistics,Expansion,KE,10005,2395
T02120,2025-03-24 00:00:00,Retail,M&E,Soil Health,RW,10005,5399
T18161,2025-03-24 00:00:00,Agri,Finance,Trees,TZ,10004,1783
T15440,2025-03-24 00:00:00,Health,Finance,Trees,UG,10001,21642
T00475,2025-03-24 00:00:00,Education,Logistics,Farmer Training,KE,10005,2879
T16357,2025-03-24 00:00:00,Education,Finance,Trees,RW,10004,3000
T16686,2025-03-24 00:00:00,R&D,Finance,Farmer Training,TZ,10005,2095
T13413,2025-03-24 00:00:00,Education,Logistics,Trees,TZ,10002,5368
T20066,2025-03-24 00:00:00,Core Program,Field Operations,Farmer Training,KE,10005,3117
T02261,2025-03-24 00:00:00,Education,Field Operations,Farmer Training,UG,10003,5841
T01657,2025-03-24 00:00:00,Retail,Field Operations,Yield Improvement,KE,10005,3342
T01533,2025-03-24 00:00:00,Retail,M&E,Trees,RW,10004,16653
T10538,2025-03-24 00:00:00,Health,Field Operations,Soil Health,UG,10004,2614
T20792,2025-03-24 00:00:00,Retail,Logistics,Farmer Training,RW,10005,592
T03402,2025-03-24 00:00:00,Agri,Field Operations,Trees,TZ,10003,2774
T11265,2025-03-24 00:00:00,Health,Field Operations,Trees,UG,10004,3267
T14953,2025-03-24 00:00:00,Education,Logistics,Farmer Training,TZ,10004,3265
T17559,2025-03-24 00:00:00,Education,Logistics,Soil Health,RW,10003,15456
T01478,2025-03-24 00:00:00,Core Program,Finance,Trees,DRC,10001,2899
T19634,2025-03-24 00:00:00,Agri,Finance,Expansion,KE,10004,4759
T06901,2025-03-24 00:00:00,Health,Finance,Yield Improvement,KE,10002,1090
T01204,2025-03-24 00:00:00,Education,Logistics,Expansion,TZ,10001,2679
T10747,2025-03-24 00:00:00,Education,M&E,Expansion,DRC,10003,3814
T04600,2025-03-24 00:00:00,Retail,M&E,Trees,TZ,10001,4298
T16769,2025-03-24 00:00:00,Education,Finance,Soil Health,TZ,10005,2532
T02201,2025-03-24 00:00:00,R&D,Finance,Trees,DRC,10001,2434
T21947,2025-03-24 00:00:00,R&D,Finance,Yield Improvement,TZ,10004,1434
T19355,2025-03-24 00:00:00,Retail,Finance,Trees,RW,10002,4884
T12351,2025-03-24 00:00:00,Agri,Logistics,Expansion,TZ,10004,5331
T21818,2025-03-24 00:00:00,Core Program,Finance,Trees,UG,10004,2801
T06397,2025-03-24 00:00:00,Education,Field Operations,Yield Improvement,RW,10001,25712
T12344,2025-03-24 00:00:00,Retail,Finance,Expansion,TZ,10002,6473
T16601,2025-03-24 00:00:00,Education,M&E,Yield Improvement,DRC,10002,2555
T23289,2025-03-24 00:00:00,R&D,Field Operations,Expansion,RW,10002,989
T09169,2025-03-24 00:00:00,Health,Finance,Farmer Training,RW,10004,4103
T07085,2025-03-24 00:00:00,Agri,M&E,Expansion,UG,10003,3556
T17281,2025-03-24 00:00:00,Retail,M&E,Farmer Training,RW,10003,2398
T05362,2025-03-24 00:00:00,Education,Field Operations,Soil Health,TZ,10004,25244
T03014,2025-03-24 00:00:00,Health,M&E,Trees,UG,10003,50
T24456,2025-03-24 00:00:00,Education,M&E,Farmer Training,KE,10004,6943
T02977,2025-03-24 00:00:00,Core Program,Logistics,Trees,UG,10003,1615
T08025,2025-03-24 00:00:00,Core Program,Field Operations,Trees,RW,10004,3738
T05443,2025-03-24 00:00:00,Retail,Finance,Trees,TZ,10002,5180
T17297,2025-03-24 00:00:00,Health,Logistics,Trees,KE,10005,4371
T14116,2025-03-24 00:00:00,Core Program,M&E,Trees,DRC,10004,5109
T03113,2025-03-24 00:00:00,Education,Finance,Trees,DRC,10002,3507
T01811,2025-03-24 00:00:00,Education,M&E,Farmer Training,UG,10001,2708
T23106,2025-03-24 00:00:00,Agri,Field Operations,Expansion,TZ,10002,6847
T05632,2025-03-24 00:00:00,Core Program,M&E,Soil Health,DRC,10003,4936
T05619,2025-03-24 00:00:00,R&D,Finance,Trees,DRC,10005,5181
T12507,2025-03-24 00:00:00,R&D,Logistics,Trees,RW,10001,2488
T12048,2025-03-24 00:00:00,Retail,Field Operations,Farmer Training,RW,10002,3480
T17398,2025-03-24 00:00:00,Education,M&E,Trees,RW,10002,2772
T15400,2025-03-24 00:00:00,Retail,Field Operations,Expansion,RW,10003,4268
T06376,2025-03-24 00:00:00,Health,Logistics,Expansion,UG,10002,4371
T20476,2025-03-24 00:00:00,R&D,Logistics,Soil Health,RW,10003,5978
T06272,2025-03-24 00:00:00,Retail,Field Operations,Soil Health,RW,10002,4001
T12059,2025-03-25 00:00:00,Education,Finance,Expansion,UG,10003,2857
T01836,2025-03-25 00:00:00,Education,M&E,Expansion,UG,10002,3301
T04372,2025-03-25 00:00:00,Core Program,Finance,Soil Health,RW,10002,1402
T00907,2025-03-25 00:00:00,Health,Logistics,Farmer Training,DRC,10005,4112
T06028,2025-03-25 00:00:00,Retail,Finance,Expansion,KE,10001,2911
T10451,2025-03-25 00:00:00,Education,Finance,Yield Improvement,TZ,10002,3878
T15029,2025-03-25 00:00:00,R&D,Field Operations,Yield Improvement,KE,10001,4009
T02812,2025-03-25 00:00:00,Health,Logistics,Soil Health,UG,10004,4916
T13706,2025-03-25 00:00:00,Health,M&E,Yield Improvement,UG,10001,4358
T01613,2025-03-25 00:00:00,Health,M&E,Expansion,UG,10001,50
T19522,2025-03-25 00:00:00,Education,Field Operations,Expansion,UG,10001,1623
T14673,2025-03-25 00:00:00,Retail,Field Operations,Soil Health,RW,10002,6021
T14103,2025-03-25 00:00:00,Education,M&E,Yield Improvement,KE,10004,1003
T07283,2025-03-25 00:00:00,Health,Field Operations,Soil Health,KE,10005,1921
T16874,2025-03-25 00:00:00,Health,Logistics,Expansion,UG,10003,4606
T20682,2025-03-25 00:00:00,R&D,Logistics,Yield Improvement,TZ,10003,727
T21398,2025-03-25 00:00:00,Retail,Field Operations,Trees,TZ,10004,4488
T13545,2025-03-25 00:00:00,Education,Field Operations,Soil Health,UG,10001,3351
T02438,2025-03-25 00:00:00,Retail,M&E,Expansion,UG,10005,4377
T22479,2025-03-25 00:00:00,Core Program,M&E,Yield Improvement,KE,10005,2239
T11142,2025-03-25 00:00:00,Health,Logistics,Yield Improvement,KE,10004,2833
T01423,2025-03-25 00:00:00,Core Program,Field Operations,Farmer Training,DRC,10004,6528
T24739,2025-03-25 00:00:00,Retail,M&E,Trees,KE,10003,1665
T14343,2025-03-25 00:00:00,Retail,Field Operations,Trees,RW,10001,2488
T14333,2025-03-25 00:00:00,Retail,Finance,Farmer Training,KE,10005,6451
T23723,2025-03-25 00:00:00,Education,Logistics,Farmer Training,KE,10003,3912
T23328,2025-03-25 00:00:00,Core Program,Logistics,Yield Improvement,DRC,10004,6205
T18043,2025-03-25 00:00:00,Education,Field Operations,Yield Improvement,KE,10002,722
T08448,2025-03-25 00:00:00,Health,M&E,Farmer Training,KE,10005,3926
T07752,2025-03-25 00:00:00,Core Program,M&E,Trees,KE,10001,2654
T00450,2025-03-25 00:00:00,Core Program,Logistics,Yield Improvement,DRC,10004,2391
T00205,2025-03-25 00:00:00,Agri,Field Operations,Farmer Training,RW,10005,1457
T03995,2025-03-25 00:00:00,R&D,Logistics,Expansion,KE,10003,3919
T09284,2025-03-25 00:00:00,Retail,M&E,Expansion,RW,10002,5763
T20439,2025-03-25 00:00:00,R&D,Logistics,Trees,RW,10005,2125
T19678,2025-03-25 00:00:00,Core Program,Finance,Expansion,DRC,10005,2823
T19031,2025-03-25 00:00:00,Health,Field Operations,Expansion,TZ,10003,1679
T20955,2025-03-25 00:00:00,Health,Finance,Expansion,TZ,10002,2981
T11084,2025-03-25 00:00:00,R&D,Finance,Expansion,RW,10004,1664
T18466,2025-03-25 00:00:00,Retail,M&E,Yield Improvement,RW,10002,4462
T13252,2025-03-25 00:00:00,Agri,Logistics,Expansion,TZ,10001,2526
T17302,2025-03-25 00:00:00,Core Program,M&E,Soil Health,TZ,10004,15350
T18631,2025-03-25 00:00:00,Health,Field Operations,Yield Improvement,UG,10004,8559
T00327,2025-03-25 00:00:00,Core Program,Field Operations,Soil Health,RW,10003,27031
T00541,2025-03-25 00:00:00,Retail,M&E,Trees,TZ,10005,25381
T06765,2025-03-25 00:00:00,Education,Logistics,Soil Health,TZ,10001,2406
T06954,2025-03-25 00:00:00,Retail,Finance,Soil Health,DRC,10001,937
T06219,2025-03-25 00:00:00,Agri,Logistics,Soil Health,DRC,10005,2611
T11825,2025-03-25 00:00:00,Health,Logistics,Trees,RW,10004,3861
T16007,2025-03-25 00:00:00,R&D,M&E,Yield Improvement,RW,10001,25267
T04933,2025-03-25 00:00:00,Education,Finance,Soil Health,UG,10001,2262
T22848,2025-03-25 00:00:00,Retail,Logistics,Yield Improvement,DRC,10003,1518
T18556,2025-03-25 00:00:00,R&D,Finance,Yield Improvement,DRC,10004,2189
T10216,2025-03-25 00:00:00,Agri,Field Operations,Trees,TZ,10001,3260
T14546,2025-03-25 00:00:00,Education,Field Operations,Yield Improvement,TZ,10002,2383
T08002,2025-03-25 00:00:00,R&D,Finance,Soil Health,RW,10004,422
T18478,2025-03-25 00:00:00,Agri,M&E,Soil Health,KE,10002,1628
T22916,2025-03-26 00:00:00,Core Program,M&E,Trees,UG,10004,7022
T19016,2025-03-26 00:00:00,R&D,M&E,Farmer Training,DRC,10004,1717
T14421,2025-03-26 00:00:00,Agri,M&E,Expansion,KE,10003,1974
T15591,2025-03-26 00:00:00,Education,M&E,Farmer Training,TZ,10001,3915
T11147,2025-03-26 00:00:00,R&D,Field Operations,Farmer Training,KE,10004,2966
T07393,2025-03-26 00:00:00,Health,M&E,Yield Improvement,RW,10001,1844
T09373,2025-03-26 00:00:00,Education,Logistics,Expansion,RW,10002,2625
T23208,2025-03-26 00:00:00,Retail,Field Operations,Trees,TZ,10002,4762
T08943,2025-03-26 00:00:00,Retail,M&E,Yield Improvement,UG,10001,1101
T24375,2025-03-26 00:00:00,Health,Logistics,Trees,UG,10005,3774
T21201,2025-03-26 00:00:00,Agri,Logistics,Yield Improvement,TZ,10004,3592
T03268,2025-03-26 00:00:00,Education,Logistics,Soil Health,DRC,10001,1557
T12807,2025-03-26 00:00:00,Education,Finance,Trees,DRC,10002,4273
T04843,2025-03-26 00:00:00,Education,Finance,Farmer Training,RW,10002,2596
T24344,2025-03-26 00:00:00,Education,Logistics,Soil Health,UG,10002,4329
T14995,2025-03-26 00:00:00,Core Program,Logistics,Farmer Training,UG,10005,3208
T00750,2025-03-26 00:00:00,Education,Finance,Expansion,RW,10002,4389
T15492,2025-03-26 00:00:00,Retail,M&E,Farmer Training,DRC,10003,1973
T00311,2025-03-26 00:00:00,Core Program,Field Operations,Farmer Training,UG,10004,5263
T06678,2025-03-26 00:00:00,Health,M&E,Yield Improvement,RW,10001,749
T17501,2025-03-26 00:00:00,Health,Finance,Soil Health,RW,10002,933
T09234,2025-03-26 00:00:00,Core Program,M&E,Trees,TZ,10001,5661
T13454,2025-03-26 00:00:00,Retail,Finance,Expansion,UG,10005,5100
T04095,2025-03-26 00:00:00,Agri,Finance,Farmer Training,UG,10005,3820
T21483,2025-03-26 00:00:00,R&D,M&E,Trees,KE,10005,4422
T24635,2025-03-26 00:00:00,Health,M&E,Yield Improvement,DRC,10003,822
T14436,2025-03-26 00:00:00,Health,Logistics,Expansion,KE,10002,2654
T15045,2025-03-26 00:00:00,R&D,M&E,Farmer Training,KE,10002,2247
T24306,2025-03-26 00:00:00,Retail,Finance,Soil Health,RW,10004,22247
T13298,2025-03-26 00:00:00,Agri,M&E,Soil Health,TZ,10005,4229
T05244,2025-03-26 00:00:00,Agri,Finance,Yield Improvement,RW,10002,577
T24446,2025-03-26 00:00:00,Retail,M&E,Trees,TZ,10002,2121
T06300,2025-03-26 00:00:00,Core Program,Logistics,Yield Improvement,KE,10003,1526
T14696,2025-03-26 00:00:00,Core Program,Finance,Yield Improvement,DRC,10005,3021
T20144,2025-03-26 00:00:00,Core Program,M&E,Farmer Training,KE,10003,3384
T11788,2025-03-26 00:00:00,Core Program,Finance,Farmer Training,KE,10005,2901
T06620,2025-03-26 00:00:00,Agri,M&E,Farmer Training,RW,10004,1709
T19470,2025-03-26 00:00:00,Health,Logistics,Soil Health,TZ,10005,4699
T18862,2025-03-26 00:00:00,Retail,Logistics,Soil Health,DRC,10004,3240
T08966,2025-03-26 00:00:00,Retail,Finance,Trees,DRC,10002,3314
T24619,2025-03-26 00:00:00,Education,Field Operations,Farmer Training,KE,10003,4177
T20389,2025-03-26 00:00:00,Health,Field Operations,Farmer Training,TZ,10003,492
T24772,2025-03-26 00:00:00,Core Program,Logistics,Farmer Training,KE,10001,4723
T05974,2025-03-26 00:00:00,Core Program,Logistics,Farmer Training,DRC,10001,519
T16051,2025-03-26 00:00:00,Retail,Finance,Yield Improvement,RW,10001,2587
T17276,2025-03-26 00:00:00,R&D,Finance,Yield Improvement,KE,10004,2635
T24906,2025-03-26 00:00:00,Education,Finance,Farmer Training,TZ,10001,4215
T17274,2025-03-26 00:00:00,Agri,Field Operations,Expansion,UG,10005,842
T01215,2025-03-26 00:00:00,Core Program,M&E,Yield Improvement,UG,10001,4021
T18858,2025-03-26 00:00:00,Education,Logistics,Farmer Training,TZ,10002,4495
T23537,2025-03-26 00:00:00,R&D,Finance,Expansion,UG,10001,6892
T14084,2025-03-26 00:00:00,Education,Logistics,Expansion,RW,10005,1004
T06869,2025-03-26 00:00:00,Core Program,Finance,Soil Health,RW,10002,5350
T07335,2025-03-26 00:00:00,Retail,Field Operations,Soil Health,DRC,10004,1716
T03141,2025-03-26 00:00:00,R&D,Field Operations,Soil Health,DRC,10001,4141
T08351,2025-03-26 00:00:00,Health,Finance,Soil Health,UG,10005,5102
T02345,2025-03-26 00:00:00,Agri,M&E,Trees,RW,10001,2998
T21090,2025-03-26 00:00:00,Core Program,Logistics,Farmer Training,UG,10005,842
T07866,2025-03-26 00:00:00,Agri,Finance,Farmer Training,DRC,10003,3172
T21034,2025-03-26 00:00:00,Agri,Finance,Farmer Training,DRC,10001,2759
T09700,2025-03-26 00:00:00,R&D,Field Operations,Farmer Training,KE,10001,50
T19590,2025-03-26 00:00:00,Retail,Finance,Soil Health,KE,10005,5895
T00589,2025-03-26 00:00:00,Education,M&E,Farmer Training,UG,10003,2806
T03444,2025-03-26 00:00:00,Core Program,Field Operations,Soil Health,DRC,10005,1967
T05921,2025-03-26 00:00:00,Retail,Field Operations,Trees,KE,10001,4615
T13342,2025-03-26 00:00:00,Education,M&E,Soil Health,KE,10003,6651
T18306,2025-03-26 00:00:00,R&D,M&E,Trees,RW,10001,1069
T18585,2025-03-27 00:00:00,Education,Logistics,Soil Health,UG,10004,3070
T11090,2025-03-27 00:00:00,Agri,Finance,Trees,TZ,10005,25288
T19846,2025-03-27 00:00:00,Agri,Field Operations,Yield Improvement,UG,10001,50
